theta,g,beta0,G_eff,is_percolating,engine_version,engine_variant,baseline_fp
5.079734410172851,8.322725861269551e-06,1,0.003361211024994499,True,v4,holm,014d59a0d7b143ba
5.0892457399610835,8.142434244514847e-06,1,0.0033621110173290875,True,v4,holm,014d59a0d7b143ba
5.097982369796194,7.98027082555334e-06,1,0.003362889019578194,True,v4,holm,014d59a0d7b143ba
5.10504592149725,7.851526096323474e-06,1,0.003363932758728741,True,v4,holm,014d59a0d7b143ba
5.1115681582663965,7.734492839576918e-06,1,0.0033649123671029516,True,v4,holm,014d59a0d7b143ba
5.118245598717261,7.6164816707693885e-06,1,0.0033656863590877223,True,v4,holm,014d59a0d7b143ba
5.1276413413236455,7.453472589685685e-06,1,0.003366270479482812,True,v4,holm,014d59a0d7b143ba
5.133943845369428,7.346088475394087e-06,1,0.003367174216051096,True,v4,holm,014d59a0d7b143ba
5.141270041806458,7.223205291954573e-06,1,0.003367938653823063,True,v4,holm,014d59a0d7b143ba
5.150319825608113,7.07424626850618e-06,1,0.0033689221426584366,True,v4,holm,014d59a0d7b143ba
5.15853293806015,6.941719518520129e-06,1,0.00336987172659889,True,v4,holm,014d59a0d7b143ba
5.164519754141692,6.846683398379676e-06,1,0.003371047670200339,True,v4,holm,014d59a0d7b143ba
5.170988298011427,6.7454620298207676e-06,1,0.0033718225068510746,True,v4,holm,014d59a0d7b143ba
5.177809389769291,6.640344487013448e-06,1,0.0033724770287473283,True,v4,holm,014d59a0d7b143ba
5.183642870553204,6.5517471649860606e-06,1,0.0033730729866403505,True,v4,holm,014d59a0d7b143ba
5.192957765217548,6.412719367231873e-06,1,0.003373715861294108,True,v4,holm,014d59a0d7b143ba
5.200241821351981,6.306061162393206e-06,1,0.003374940172760544,True,v4,holm,014d59a0d7b143ba
5.206992655559667,6.208795339585285e-06,1,0.0033756716493647224,True,v4,holm,014d59a0d7b143ba
