u,v,P_share,g,branch,x_mid,y_mid,z_mid,family,d_um,seed,filler,matrix,treat,engine_version,engine_variant,baseline_fp
512,941,8.830478456234759e-06,3.696052038401889e-05,gap,128.92218898540796,80.29264105043039,96.84760575614786,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
76,1735,8.83022021737319e-06,1.737172476871435e-05,gap,229.33533117283216,7.93176318568563,173.7822716443307,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
204,667,8.828266340421574e-06,0.00037577944365203755,contact,92.54787334077261,93.64074574732945,86.90864058842047,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
147,1600,8.827174127581967e-06,0.0005532946249433308,contact,64.34829237293839,41.35989063706413,54.4751695510903,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
108,1764,8.820863193542721e-06,1.0098980480951108e-05,gap,158.74680079974308,87.53808169019845,158.80999699946494,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1814,1966,8.809491580495614e-06,0.00019003482874241164,contact,55.39166811276595,185.07431623215547,236.0373271841027,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1142,1709,8.795539412376677e-06,0.0003002052228538491,contact,277.99196718670123,23.60752333732399,185.30794315215587,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
487,677,8.795311340313444e-06,2.747937465219331e-05,gap,195.24679087617258,77.7664360039149,115.07580742217002,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
81,704,8.793236630052645e-06,6.133860882031014e-06,gap,249.61340724425997,250.2336498696298,106.0203905654329,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
424,880,8.753322219378804e-06,2.2042870983763398e-05,gap,14.11488029968611,203.5316853172513,103.95938578245729,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
567,956,8.731342726025423e-06,1.3321574122360055e-05,gap,151.71617769877372,66.33602502989217,150.14950202074067,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
863,1958,8.712616801629539e-06,0.0002485406980295254,contact,145.95937902109404,28.67432466733005,133.6538182518549,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1319,1999,8.699941000701897e-06,2.8088922682506523e-05,gap,104.9074150208967,172.56144840045908,108.64584795018536,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1747,1758,8.69332447145092e-06,1.2100897202966782e-05,gap,62.13236022568603,90.35192229666822,125.46170271232899,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1397,1999,8.67863811855829e-06,0.0010686140250910799,contact,105.85134049696288,204.18385544674186,97.71493265982005,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1591,1702,8.674293539846554e-06,1.5119489180635757e-05,gap,262.12844081532995,161.30315847932565,201.63766405230592,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
720,1169,8.669614589148797e-06,0.00026794651304237266,contact,104.93413703101325,218.83957153606696,61.70576377006862,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
683,1781,8.668823842669474e-06,0.00016538648757755557,contact,191.300997396627,277.99196718670123,210.87433882824052,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
77,124,8.655093813273975e-06,0.0004930079747833471,contact,60.30161995287109,120.96735252481832,81.84758224397068,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
527,1195,8.653809243401172e-06,3.067581453715876e-05,gap,186.29682445751342,190.8788216597539,57.712676081677444,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
307,1192,8.633200626251505e-06,1.1354825726098367e-05,gap,197.29590649881106,180.03865145929052,178.84826302248007,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
158,1542,8.628294760365912e-06,0.0001961558880406085,contact,35.76261362909313,37.93801355628867,199.98770945330998,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
871,1174,8.614387326854139e-06,0.000426656055041546,contact,113.26514464437818,23.79528955705689,243.10458784468037,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1159,1868,8.609310005114659e-06,0.00011913167645066585,contact,173.32265930447693,250.475650995857,195.14609493018645,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
363,1276,8.596370692667993e-06,1.0479600185956909e-05,gap,256.06870208677236,272.3332138291344,132.56796027143696,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
472,1596,8.563128352919938e-06,0.00014608318319759482,contact,273.6565954110737,7.93176318568563,104.75704787645202,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
623,1302,8.555931749306232e-06,2.349699037828564e-05,gap,262.12844081532995,50.15070701956955,202.43022129739393,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
775,841,8.53550660061288e-06,5.576994165188672e-05,contact,77.64895032142812,197.79649244222284,122.29690370952268,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
488,1856,8.521119240933359e-06,0.00018040118088520437,contact,206.7174250523521,260.79275058422536,50.72347338526682,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
90,1564,8.501824466319125e-06,0.00014992358654425893,contact,168.60519570020654,234.45619131235486,198.0835335690213,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
96,1294,8.476955919819776e-06,1.0263532657784948e-05,gap,88.24454519519736,158.1230213397119,161.40383703803687,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
64,1319,8.471617836424756e-06,0.0001356019608257352,contact,86.79783683812641,164.57000018791518,123.06098006841422,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1621,1803,8.471217054153108e-06,0.0002661434977313098,contact,29.616904200444502,55.64757989837328,203.66983111096425,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
559,1246,8.47049467592191e-06,0.0002515578875631726,contact,180.69457395649704,158.39805907386028,80.89488946321589,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
27,1994,8.468092873438194e-06,1.1198490644376283e-05,gap,115.1973763285933,65.73705415233006,58.42556834896011,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
220,638,8.460864439082119e-06,1.0527687664983258e-05,gap,198.35075323967817,166.23957796725279,105.5249929340053,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1607,1930,8.446501832517236e-06,1.1441186046354877e-05,gap,23.79528955705689,108.61296301141365,179.38925960100968,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
287,732,8.441354954258864e-06,9.979032828203455e-06,gap,113.57913691395478,240.11803955851565,131.51257170036084,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
595,798,8.391152597046776e-06,4.9408105008590783e-05,contact,231.63169764681328,70.79543126096303,168.65397719602765,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
832,1039,8.380155735668096e-06,6.131741484229262e-06,gap,183.1796916466307,83.3922997103203,162.25879127564409,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1332,1366,8.372764730598035e-06,0.00017635041932559639,contact,165.83723791815734,163.53070060709283,121.64114132705653,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
569,1796,8.35323374952414e-06,0.0003631944947490806,contact,163.17176700283176,7.93176318568563,139.42542920467508,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
418,1755,8.337781907314933e-06,3.208570787937325e-05,contact,30.138508123131516,261.67911682279964,174.58882271895166,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
98,1344,8.33270488817226e-06,6.50695263569101e-06,gap,18.066711540471807,89.88384552520202,35.27084377412437,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1054,1726,8.320970625935888e-06,0.0005258781640386979,contact,174.81258792465127,226.42440450563205,234.49651305931954,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
265,1344,8.303758502569622e-06,5.611184466514125e-06,gap,18.156707653891168,87.23967406723793,23.7960981097024,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
777,1070,8.296117183222042e-06,1.6396313163824374e-05,gap,121.19834127901393,252.4604337957074,236.20467268894492,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1099,1758,8.263011181150863e-06,7.167375053489409e-06,gap,70.15263853177379,97.10090001235747,123.37425999821599,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1083,1149,8.242291737174901e-06,9.34681280836926e-06,gap,249.50666023450498,143.01775443814114,159.95744870015636,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
821,1445,8.232544651930548e-06,2.1294517838769518e-05,gap,44.64004589319902,120.37024383988106,251.37762243152088,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1133,1845,8.223969992907935e-06,0.00022550569024325681,contact,81.12198774430946,13.092912519887388,204.92262391571958,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
531,1333,8.220583786136407e-06,0.0003262537683333567,contact,25.31403187086091,8.190545618165949,136.05350447657707,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
153,1378,8.216860401761049e-06,0.00015096486610974402,contact,149.83300063966004,7.93176318568563,239.73739638784218,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
902,1297,8.195623839558011e-06,1.1486937337169132e-05,gap,110.76318975401543,90.95864817252726,59.351362250932425,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
228,1967,8.181487839648342e-06,0.00016483174462258882,contact,147.60108957918345,140.32669498310094,189.66668493677673,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1734,1930,8.167131534961166e-06,1.4230880130513776e-05,gap,44.69165822298031,141.7189426096051,173.94469192900021,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
577,1258,8.16467641953193e-06,0.00011451033882284294,contact,88.77436088112215,9.078818870648513,155.54146106335523,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
255,734,8.146056973550272e-06,3.527965417815732e-05,contact,74.58659621002587,271.8251843432115,264.90638571223826,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
353,772,8.142575068916778e-06,4.658329333544265e-05,contact,187.8664945970873,242.05237556362385,172.31421057664087,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1547,1763,8.131545545152792e-06,2.2839441550156704e-05,gap,42.055989868256425,231.69109532945606,165.06248038018526,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
247,577,8.12503600206779e-06,0.00019426657559342832,contact,103.12307339205192,7.93176318568563,152.95611161924649,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
543,1103,8.114305058747928e-06,6.622299757614732e-05,contact,272.8495276585577,204.35844846157352,153.4457492727362,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
202,1305,8.08749090743991e-06,9.846405238093128e-06,gap,242.96498706784107,211.5854426310138,150.59928782939335,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1027,1362,8.08535885349907e-06,0.0002377287002921722,contact,158.12855498329895,184.98090058502277,133.35440915274035,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
371,954,8.08111134708369e-06,0.00015415255709584793,contact,150.88097944969888,108.50630314530636,190.72545366080635,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
200,967,8.074845114435334e-06,0.00018445123860185784,contact,168.48723494394562,170.45424576442173,84.66089159611678,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
84,510,8.039798352354813e-06,7.036676094822702e-06,gap,214.84441900456727,208.22934297002388,262.72948706083173,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
7,1080,8.034639950379392e-06,3.9520156706362494e-05,contact,172.13641953589152,193.03513441549234,199.41368411966408,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1720,1778,8.034388395321128e-06,0.00015150750355894665,contact,7.93176318568563,98.00079715607515,109.75628851274006,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
234,483,8.024836625335162e-06,0.0001648649699169258,contact,66.650584022363,7.93176318568563,130.2366815586406,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1559,1680,8.014029968803851e-06,0.0002823780578552088,contact,146.7246260125039,81.33552938519452,124.303731311918,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
161,1116,7.997424447105177e-06,1.256290917232687e-05,gap,251.79736208081601,101.44975308168877,223.98364892363128,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
917,1498,7.996496938454544e-06,0.00021559922806358797,contact,172.93230585838657,177.5135281357522,147.19554246131054,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
215,1596,7.990607839657225e-06,0.00019501377056557574,contact,275.64087960871893,7.93176318568563,120.03734241399509,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1422,1958,7.98820418082868e-06,0.00019997168343694429,contact,141.41151460841343,15.616686543523391,138.83697849394508,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
548,1873,7.949124602773057e-06,4.4628688682685234e-05,contact,204.22278496273742,139.13578288203132,104.36103735019023,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
344,1234,7.932500480899362e-06,0.000136877587188039,contact,262.12844081532995,55.269877787959686,68.82673317365933,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
404,1547,7.921262543166234e-06,1.707344113542928e-05,gap,58.234608840760956,208.33230755373233,185.69223158910518,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
198,1046,7.917719763454149e-06,7.046850427818722e-05,contact,180.48245386983302,31.762128024352204,46.00818758382667,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
21,116,7.901685262972327e-06,1.215027246448133e-05,gap,72.22493838566405,134.23544474981188,140.87872519129525,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1397,1561,7.888749267531652e-06,0.00024344269604696775,contact,90.31423565305792,218.21145473207937,107.16492256301234,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1046,1647,7.861847960010044e-06,1.852549302592304e-05,gap,191.1715480532265,31.134602393252706,38.88976083587363,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
271,1636,7.848604997751575e-06,2.932922039190496e-05,contact,54.7174368610782,96.17304607970698,20.944416798984342,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
512,1111,7.844878814745125e-06,1.2329432008130354e-05,gap,91.94690940291024,54.94048786318483,93.22955750983272,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
777,1181,7.84368805375564e-06,0.0006089139575628335,contact,116.98740509536196,214.82545354483,234.08655128253082,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
589,1772,7.817076220784897e-06,3.940173189367533e-05,contact,164.60611104135808,261.0258755990743,167.0024076798765,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
787,1258,7.816808021808855e-06,0.00012628777915446872,contact,73.49203337073135,9.078818870648513,155.6654364387621,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
87,1020,7.797528960458402e-06,6.454427547520767e-06,gap,29.254890448284563,232.0047763894347,131.01623815795153,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1455,1912,7.791056303910365e-06,6.994160139527284e-05,contact,186.37474329690681,205.9708843471796,173.06067848395102,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
627,1818,7.781860619520902e-06,1.900188028285662e-05,gap,93.12377709790131,207.64570164373862,133.13122499180355,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
461,1386,7.7761610657581e-06,1.9457258446627957e-05,gap,98.52678664145742,140.23109178748302,224.55166554295647,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
977,1592,7.766990928760867e-06,0.00038692103135416626,contact,7.93176318568563,19.17712453533506,130.66067875559762,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
888,983,7.758626870978208e-06,1.1020000132591898e-05,gap,7.93176318568563,69.69575162673236,40.26243608157331,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1021,1685,7.756759738152128e-06,0.0006526040925259125,contact,164.7148465631109,177.58522876978265,248.68717505503992,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
883,1264,7.751190341848488e-06,1.2317293291280144e-05,gap,70.4045768946325,229.64177186817145,63.28177134896591,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1477,1680,7.743419774820815e-06,9.468821740730623e-06,gap,130.14989011391873,97.2508095394767,137.42049031907777,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
541,941,7.740345740021555e-06,0.0008147012181333256,contact,148.6786623700039,96.02985799401671,75.3435225612585,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
299,1828,7.714669117101503e-06,7.767466435209726e-06,gap,202.49080468399427,230.019662254649,52.849629119605936,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1446,1523,7.703807440385916e-06,4.975616906986848e-05,contact,200.2695778013429,124.29062564897998,33.3580585461366,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
612,1989,7.698366465534806e-06,1.240185623942233e-05,gap,217.17956735136113,272.7593927194373,33.58254112515311,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1264,1341,7.6919446651536e-06,6.74313080648928e-05,contact,82.73575676075089,205.92811480014382,47.49517169523157,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
845,1804,7.691161416073026e-06,6.7437083539543804e-06,gap,102.85471941801336,253.06134951334857,19.862811553631765,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
124,1556,7.682759597682478e-06,0.00026505680818397846,contact,87.77162936228567,125.66892224684132,94.21561272226973,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
900,1417,7.669343270325256e-06,0.00023997075828124012,contact,56.174926259795065,169.80016983899657,211.72223931866256,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
750,1476,7.668473631094976e-06,0.00023435533496044713,contact,160.04207785426837,182.11198378384762,193.42942792616472,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
741,1064,7.6611072769484e-06,8.969652751149082e-06,gap,222.20784006033043,153.82753259532484,62.89413621507978,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
100,977,7.638142080651427e-06,0.00020282057876211298,contact,7.93176318568563,20.918184641548834,145.51200003316802,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
69,1149,7.6090299245578475e-06,9.58976846783269e-06,gap,242.34336640845166,142.68338647370513,163.40095163765824,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
961,1255,7.5788282846743965e-06,1.0367343877906425e-05,gap,28.674520998615172,76.99058298470896,224.37411080881924,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
984,1031,7.573780390424723e-06,1.0140720344975448e-05,gap,42.47322483484619,210.88617763782395,107.6286908733289,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
427,1125,7.560590475950354e-06,2.3182297703581194e-05,gap,128.047607835811,244.25611627322843,56.24844675503131,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
578,1826,7.559973459074709e-06,0.00017900288862364685,contact,97.22698470997628,108.36726235362579,209.20522792245347,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
59,71,7.55571551039023e-06,0.0002407652027435812,contact,79.1148884014516,196.55749387269418,232.32466192364836,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1380,1930,7.555652224503664e-06,1.1695224543415566e-05,gap,59.04110995132622,138.40020521374862,196.91185105780494,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
8,838,7.552780367463631e-06,0.0002924528785988126,contact,58.493379966656846,89.64517987465305,106.69353203488598,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
527,1487,7.546528162355755e-06,2.996661566909006e-05,gap,158.08030118053887,167.52011807139644,49.30078209951159,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
564,1712,7.5427028390185556e-06,7.542527251216974e-06,gap,266.7014791618262,209.84850791957416,252.4260657505131,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
56,382,7.531147438013059e-06,3.25144108453346e-05,contact,72.35671826789104,277.7432013861186,211.78278937471103,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
994,1462,7.5247709030360425e-06,7.161016849482675e-05,contact,51.686098291239254,230.38440830588212,129.5557772838269,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1583,1837,7.50587312584761e-06,0.00013122068086037498,contact,269.18693837019293,182.72224229669018,147.82418951261633,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1003,1608,7.503587088509788e-06,7.493751080741305e-06,gap,142.5780146976007,187.3141141936058,202.91519970124637,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
264,782,7.502250146461238e-06,2.8963413805281745e-05,contact,101.64885721021422,140.31927757919198,106.98632457696749,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
741,1717,7.490442355149186e-06,1.5036135735329573e-05,gap,255.42981278412287,179.11676384689076,67.29449909872662,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1134,1425,7.4859016820125765e-06,6.732753545792423e-05,contact,218.36204421871594,117.0972333309503,112.68531523195495,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
156,1649,7.477622531007737e-06,0.0002940305910054926,contact,59.50468524872636,259.15652008725215,240.15357322637882,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1598,1832,7.475184354571994e-06,8.416628884516764e-06,gap,60.9443882729742,107.4870321414829,117.29503426048717,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
78,624,7.474710038140172e-06,0.0003037546879886832,contact,91.28293926070043,272.67756751239176,160.69616492029814,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
338,488,7.47363369815304e-06,0.00047782958603843206,contact,205.2738414513031,272.7133969729514,51.15281326075923,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
261,1591,7.460973052458057e-06,2.2865816782265685e-05,gap,225.91177579678393,189.14408542393707,212.386217301828,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1361,1930,7.4467421657185225e-06,1.9683972702233102e-05,gap,62.78078648335304,128.70584415440425,185.19597855494402,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
801,1532,7.41892109663287e-06,0.0008359190016581533,contact,178.91106486993544,237.03399357623306,88.64897606213606,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
399,1454,7.4180529880516244e-06,9.854585179498875e-06,gap,104.68488867981426,234.19180760209184,196.15262012129054,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
931,1383,7.4170069443272386e-06,3.140532213870051e-05,contact,74.8224832005485,272.23738667928177,184.84689830675876,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
221,1732,7.416470228695721e-06,0.00016480425336946417,contact,69.8089845275596,122.5602719814838,235.6671660008691,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1069,1635,7.41638326274398e-06,8.066892262986387e-05,contact,277.99196718670123,216.95354136368638,199.90543573136426,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
384,1630,7.404031842504717e-06,0.00020289913783281204,contact,257.0515810908445,273.18776218929764,71.10374790647703,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
318,1054,7.391883230221924e-06,1.6934118198635715e-05,gap,167.36602680241094,228.93960919751697,234.02533747096527,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
497,1848,7.349414720829569e-06,9.718031673086608e-05,contact,66.54930506035517,124.95451898031808,123.87783461226928,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1487,1999,7.347259617506975e-06,1.258880801048463e-05,gap,128.08401471623375,171.04876825095494,75.75391969879632,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
