u,v,P_share,g,branch,x_mid,y_mid,z_mid,family,d_um,seed,filler,matrix,treat,engine_version,engine_variant,baseline_fp
871,1281,0.00022883440357958582,0.00023543760378162516,contact,88.85762755562024,48.61690914017497,221.74239351728164,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
37,777,0.0002285565739112219,4.04097942109075e-05,gap,94.50611837365076,224.61074145699104,262.12844081532995,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
534,1563,0.00022739072262822565,0.0007373597582914694,contact,201.470253934031,24.72855150188901,165.24626897347383,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1087,1544,0.00022702275895589185,0.0006671519315082998,contact,249.8871680869332,100.70922288117264,86.86398684937384,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
708,1255,0.00022530272714291406,0.00024636228645161007,contact,23.79528955705689,68.97740685789458,228.83810875851265,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
911,1255,0.00022464652840251017,0.0009830710411813674,contact,49.4314597704446,90.38510353238885,238.32113282314768,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1446,1688,0.00022439871204409272,0.00010213714434201173,contact,209.03888999182394,116.53553881822236,28.88163264398253,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1685,1799,0.00022396142586207993,0.0005646485782661703,contact,188.2164832422624,174.7319516848425,223.41708598219972,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1657,1725,0.00022335705233122576,0.00019488701285602986,contact,78.77769142957494,97.5568125618619,254.32489753355216,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
358,1775,0.00022226108836825132,0.00023648281191171756,contact,120.91929199232911,97.71755527298168,46.13906704073597,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
677,941,0.00022088536259817234,0.0034297695546523016,contact,166.83835623872415,86.82102108329808,97.29717488397023,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
596,1930,0.0002207559963547214,0.0005743351548934802,contact,59.70514187907985,112.86461268641257,186.50367670588128,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
559,941,0.00022020355225268884,0.00037669945954949176,contact,161.01278469987614,136.34302206905193,83.32599084556117,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
640,1646,0.00021922325689796435,1.8490360460755487e-05,gap,83.9820063164338,159.26191052189063,27.8673266094036,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1626,1780,0.000218801615917683,0.0001486854011453036,contact,202.50643071183336,7.93176318568563,24.75457948926114,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
640,1267,0.00021771219016154423,1.8362301702211386e-05,gap,114.73783996644087,157.79487375928056,31.127369590128936,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
347,640,0.00021736479204491723,1.833290014439707e-05,gap,79.8493789636183,134.7059054198219,25.480913733723966,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
794,1015,0.00021707236759945276,8.861769059199961e-05,contact,193.18101267352756,224.94943237226093,31.95813755288035,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
150,218,0.0002167699760572551,0.000229746144435367,contact,123.77358614187318,23.79528955705689,162.3648372185251,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
23,874,0.0002165715676510803,0.0004113168466944835,contact,209.87204277779392,7.93176318568563,75.39619341290067,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1328,1386,0.00021605917651931357,0.000857864400069701,contact,94.20606545752338,146.73163192710996,223.45849288125805,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
941,1775,0.00021594741005604746,0.0005347403962084563,contact,138.5127178544763,106.76881309723917,67.40357547030243,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
31,1740,0.00021511275847099713,6.747861561935601e-05,contact,110.6156161918178,216.63544908085078,18.03836885457551,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
514,1149,0.00021424755379706778,0.000637830041430715,contact,241.23690770445762,101.45583279477827,176.23231165622587,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
102,986,0.00021398419892611982,3.455192893744535e-05,gap,48.25785173200043,179.75584253517832,29.37818964836387,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
355,927,0.0002138310149020914,0.0006193461786911414,contact,29.95631846648874,60.828564089145345,97.4493946360306,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1142,1631,0.00021363033375479003,0.00020156235432095573,contact,277.99196718670123,28.71332727851565,176.40526559251452,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
94,1896,0.00021304758073702865,0.0003800213593848097,contact,262.12844081532995,230.8313253779874,235.06473385409876,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
810,1528,0.00021285542783609695,0.00019048600324740004,contact,68.38146119596806,210.13944452326967,250.7564607435943,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
801,1795,0.00021283349240356638,0.0005049854100355806,contact,210.18366480955262,228.19288555592104,87.05253813045465,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1711,1753,0.00021193015731979986,0.00029884570978188567,contact,73.03223542973362,228.74583116927425,132.44149421219387,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
193,1547,0.00021156032174644593,0.00041749916093154006,contact,30.22551977547443,225.3444829913446,183.4406904888032,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
214,1506,0.00021154071869082354,0.00017277955046264283,contact,242.03385580290444,270.2833631857975,27.054302672236695,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
392,883,0.0002105519782661713,0.00032536916548740155,contact,84.6596932658668,251.33110584711756,78.92434338907863,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
332,512,0.00020990507809690357,0.0009028537476286389,contact,111.88414047132562,26.07996486381399,121.12979854616484,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
293,1300,0.0002098187688421237,0.0001924153055782474,contact,213.93781310512128,277.99196718670123,263.3224601001438,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
102,964,0.00020957406729269152,3.383986552496999e-05,gap,33.59189869503111,172.09599858580088,32.57633772195576,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
773,1930,0.0002094991162831456,0.0004985687518745148,contact,52.39335230184733,109.014470231916,202.9061735353108,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
123,477,0.00020947478328138094,9.740229122544328e-05,contact,163.56376490017232,124.52552770519694,37.12412017369974,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
442,941,0.0002089703621328666,0.00013858700179879415,contact,147.4633257395219,105.64239903505697,65.01915816539284,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
708,1232,0.00020884725723181147,0.00026577363638107145,contact,12.00121402311892,66.76545029963171,204.85681983291659,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
293,1054,0.0002087575768553643,6.014993449164819e-05,contact,193.30034675779862,262.1208959485575,256.95313108497953,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
329,1477,0.00020787246185999193,0.00032791896020009187,contact,106.97917707379321,94.992776703881,169.05678886241145,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
581,906,0.00020769098442238263,0.0001105439281928835,contact,132.87230558976782,194.69150278092118,38.04423220592089,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
652,1413,0.00020768006062376143,0.0008883633122097539,contact,50.59698398398011,70.74567183437445,175.42253941953925,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
427,1012,0.0002073446644037839,0.0002780029204928061,contact,151.22185969095392,255.56513493064108,60.60402430959874,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
3,1055,0.00020655543722491302,0.00039052439633122343,contact,230.3888846037353,54.95464708907507,145.33421854792,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1046,1166,0.0002058494498290889,2.3224101156274285e-05,gap,197.3208126595747,36.988607701197694,29.224660922984775,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
636,1563,0.00020555384579646192,0.0006623574295487089,contact,194.66095496828189,23.79528955705689,162.1426050755144,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
442,1242,0.000205037755442328,0.0002320316487463962,contact,152.42726265397545,96.50072049973299,39.56642275747379,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
412,750,0.00020502476539191287,0.0003617686965273131,contact,166.24456746905892,175.93848078299862,196.22914295296462,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1506,1655,0.00020455546969224154,0.0005391850846700492,contact,247.01673553996145,249.07942557142775,35.83947539328774,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1192,1337,0.00020442219627266612,0.00031538914099489573,contact,195.14243849556044,178.20031165369147,166.3281285563963,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
211,218,0.00020441959036201346,0.00035332027882737407,contact,129.80962300254063,61.35310074741818,184.0452244151425,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
427,435,0.0002040344596631313,0.0004899018580439286,contact,132.0423897871332,237.49130229333608,57.00310732877389,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
130,1399,0.00020293949838126474,3.23980191670562e-05,contact,272.7235645764232,39.316886554236234,21.962691464197597,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1381,1649,0.00020233848766533234,0.0004207245677861198,contact,51.39788548968576,241.36995908648916,219.80420749865618,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
135,941,0.00020070299667470046,0.0008674710201503912,contact,162.6212475173093,117.6084280726653,67.94066082698997,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1477,1874,0.00019901773507659262,0.0008039677330157442,contact,99.95629450126702,98.31920315529766,167.88143397835137,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
196,1806,0.00019842235212595865,0.00016208757596769609,contact,191.10304933000037,251.60673009104076,43.68465272820134,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
3,534,0.0001984075098950198,0.0005018470188940358,contact,229.78708523732143,24.72855150188901,144.4908979839801,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
328,865,0.00019824093328595996,0.00035232532318344877,contact,166.9810405372071,102.16122070216166,45.515319825700736,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
410,1665,0.0001978474250893953,0.0005527093102163032,contact,171.3959859702357,108.24193283125206,142.48836120460106,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
55,1999,0.00019779422774380683,0.0001718733380439256,contact,119.55336778567863,195.71728174364614,71.33352364729589,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
193,1649,0.00019689412122647672,0.0004921814388724192,contact,30.22551977547443,244.299976488604,218.21470758567585,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
49,161,0.00019581020897525088,0.0001566538529325922,contact,255.35194972610168,108.52189628189532,224.4162574570147,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
161,524,0.00019497573582381853,3.159038755599794e-05,gap,240.71026377118096,93.64866388098062,262.12844081532995,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
883,1313,0.00019452138058974414,0.00025758123327196045,contact,69.190033688509,226.50625470206842,89.95131628087258,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
587,611,0.00019421384748852935,0.0002781454531340083,contact,65.47193526672741,56.30058540851106,202.0791356073862,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
23,380,0.0001937817500234544,0.000443710658252854,contact,205.3674973167911,7.93176318568563,89.58428699629579,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
27,1356,0.0001932597637317551,1.9905173412366118e-05,gap,124.7852255888478,28.649049321841545,30.78908728762351,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
218,247,0.00019312467793885396,0.0008884564929076971,contact,115.63246929982695,23.79528955705689,164.38757330803404,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
554,1446,0.00019308290854366025,0.00020692079421858907,contact,204.75741091872462,127.55914149498108,38.93212215817584,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1337,1683,0.0001921740874070888,0.0001372251634391606,contact,187.1914539906593,182.26379837719213,167.48968215584267,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
235,527,0.0001919300866932692,1.94597465380385e-05,gap,182.6289497451216,195.61827118966272,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
515,729,0.0001916211184551174,0.00018084187454300786,contact,194.56806995790782,109.8886013756964,42.06675823886636,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
27,1205,0.00018980304037923254,1.9549060325792835e-05,gap,113.67200379320525,31.387030697813508,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1547,1644,0.00018928604089440433,0.00016998054271483642,contact,61.237796887189006,212.60207211485437,161.14955519499196,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1600,1820,0.00018918179432440052,1.971758158846116e-05,gap,39.90365571375641,63.1634577656867,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
935,1488,0.00018905437184708033,6.415231113252088e-05,contact,186.84639850568666,101.91894160269283,20.08395545987048,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
867,1790,0.00018881726338843533,0.00010132094475534553,contact,124.91215925359609,105.70900366828715,25.447779439248876,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
243,1930,0.00018808030603465536,0.0007680038567379694,contact,62.23251572329481,120.22982541970424,187.50036032215206,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
437,640,0.00018752736240728105,1.5816348230585954e-05,gap,97.0945334515377,161.56316343388437,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
527,752,0.0001859689410306839,0.0004698834541889339,contact,159.20260644466663,190.75993646618826,48.63104020747424,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
3,76,0.00018556833802617703,0.0007787680096608876,contact,240.8876288969415,23.79528955705689,152.83226000512826,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
638,1474,0.00018550788178792025,0.00018166030873097337,contact,186.89292933539292,145.44019557895587,98.46851747747675,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
832,843,0.00018511235353896866,0.0002856760591392346,contact,174.73232234887632,82.77899477683832,165.37427698590503,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
102,407,0.00018477630062233732,0.0002859447882263661,contact,23.79528955705689,171.47493740271642,41.46921559246101,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1219,1255,0.0001842343024605782,0.0004000848924908572,contact,60.74901802748457,78.72381931734051,253.98638870265478,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
623,675,0.00018405269785699762,1.7626055086246342e-05,gap,245.53424478485272,42.81920116467698,241.0287248981357,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
741,1459,0.00018373155576729915,0.00048512685329092344,contact,234.7755660060041,177.71651404653858,65.37345217862371,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
921,1396,0.0001818095262304143,0.0006443094087941686,contact,210.79104184459217,91.64902612951732,194.22376982959065,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
994,1547,0.00018127234558176108,3.50124920103618e-05,gap,48.51246456266648,216.63053780220574,149.59255645846218,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
123,1404,0.0001804881661927755,0.00026026056591050607,contact,153.32863640999688,114.27316876124294,39.382205148286694,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
561,1873,0.00018046762361843068,0.0002507162884837802,contact,200.58581693195836,145.5563383925302,90.98423730904503,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
355,853,0.00017961917503353387,0.0005270067228574343,contact,52.44071780298951,58.39565752583128,89.77801527071381,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
12,1649,0.00017926525652614184,3.4707418257541284e-05,gap,23.79528955705689,255.21032268402445,255.00429329444086,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
623,1142,0.0001791634934987266,0.0006110945138751131,contact,262.12844081532995,35.39782126109296,200.4222437468008,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1758,1832,0.00017833924673399667,0.0003997489609467585,contact,61.02711280695541,99.29104031772177,126.60464213301923,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
836,973,0.0001781326349602308,0.00017704123234393444,contact,147.56005020550015,126.8192058442446,35.66982395856408,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
427,1970,0.0001779253266623797,1.4977494417666981e-05,gap,160.33010955419422,235.4333730236724,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
677,1831,0.00017783430994781406,0.0011732290330723168,contact,185.12004187295196,79.388965425963,110.40360417977101,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1294,1539,0.00017762430766598053,0.001047775044392957,contact,121.95088803534617,163.0472226833066,163.22781803078237,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
883,1849,0.00017736429531431874,0.0002963823137503379,contact,77.61555602277949,262.12844081532995,86.4624951306904,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1158,1886,0.00017735264625772692,0.0002708083760212471,contact,102.46807197433597,75.79061925931177,213.2665022721181,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
640,1182,0.00017720301113851236,1.4945571696873278e-05,gap,110.57034997820733,129.87059537238585,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
133,1477,0.0001771353368859892,0.00045989489681628386,contact,88.43346404143551,109.41649445052053,138.83749543062103,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
94,431,0.0001768331533117027,0.00019818367536335936,contact,277.99196718670123,220.54043658682852,249.13553595180036,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1223,1896,0.00017679407616505235,2.7692160123388424e-05,gap,262.12844081532995,256.9152678338995,241.20156350616713,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
868,1158,0.00017668601208961442,0.0010821390430320922,contact,121.71101123884259,85.66272132143573,232.64453502417575,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
455,657,0.00017666831773929912,9.035725785112966e-05,contact,277.99196718670123,138.01632951595576,267.9939519849403,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
265,1600,0.00017656634495020546,1.840331553458095e-05,gap,32.54849015379513,62.997829245166,29.507552355401273,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
217,1192,0.00017656504203944707,0.00012855318672690854,contact,204.69265878878312,172.01466747301416,167.8027721214961,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
377,801,0.0001758513971250666,3.164231962772839e-05,gap,219.37418162462814,250.09124405091612,85.59611109844337,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
868,876,0.00017577336174680894,0.0006505095876704136,contact,129.25639661434894,92.43625981593647,225.04528894154436,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
186,1600,0.0001757532224819561,2.0040383767018633e-05,gap,33.685045720158875,27.175957074073658,33.736250159701704,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1170,1927,0.00017508769330541653,8.932693753035644e-05,contact,158.84483434569077,7.93176318568563,266.33270646309427,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
77,927,0.00017456822532269914,0.0007748725984008576,contact,29.95631846648874,98.26615211192245,85.88482325327848,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
431,1712,0.0001742949773605167,0.0003760846931671209,contact,273.92081477825946,219.68688039188066,257.1402214001539,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
703,1692,0.00017420550453587535,0.00011600103056723073,contact,28.671250788114513,239.65347761079224,119.83531730987391,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1057,1801,0.00017370644139756835,5.011921504094638e-05,contact,99.49717359542751,98.1032214933688,24.9910354715034,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1138,1149,0.0001733655091552236,0.0009720671288737173,contact,256.41646015664236,97.84132397778208,157.07786792848236,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
157,595,0.0001729444233728798,0.0002644928395656912,contact,238.56384928089463,72.45473320707111,176.1496385907431,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1649,1776,0.00017246114715685224,3.339006341971624e-05,gap,30.730652770788502,262.12844081532995,255.02797208652368,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
959,1477,0.00017228666831880908,0.0010050457319576355,contact,87.40538810990144,106.32711290998924,153.06886526116932,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
77,526,0.00017155468114121207,0.0007736225121838824,contact,41.28812444597714,111.85308973043934,95.54407848798832,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
795,1492,0.00017148201741030444,0.00026676202651790477,contact,82.33751197492644,20.864021257982657,70.1779848384746,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1095,1796,0.00017043668754031076,0.0005111512174601885,contact,177.498602127063,7.93176318568563,142.6568164931809,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1328,1930,0.00017033316698648922,0.000352127886536322,contact,60.97879024856198,130.4276813770038,198.5422026350535,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
489,1087,0.00016954600177462916,1.7048840984411183e-05,gap,230.50125477484693,104.86836735406555,45.50775060124391,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
448,1344,0.00016862710016803367,0.00011394272145768387,contact,24.336799201884556,92.1335262952127,24.25422188388621,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1180,1454,0.00016840798307269115,0.0006649321581125134,contact,138.9117104140738,234.69595611094775,198.4346653069582,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1655,1919,0.00016830290562247792,0.0002757087631997779,contact,222.84605469238477,222.65683689877787,40.906545580468006,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1054,1454,0.00016770386755086915,4.837239727599069e-05,gap,151.4894767581601,246.25736957718624,215.6347349607242,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1228,1896,0.00016759988475530176,1.9320227446839396e-05,gap,249.52625944199627,262.12844081532995,244.73980762796106,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
225,527,0.00016729286338274598,1.6961905751869675e-05,gap,169.7415533711789,195.7374766570814,24.419838396034713,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
484,1896,0.00016694863039813892,2.685383820168479e-05,gap,256.6427335334153,262.12844081532995,241.4218782654416,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
1647,1780,0.0001668843897800892,0.00013478417419591536,contact,203.8093838031429,7.93176318568563,32.96144695273046,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
527,615,0.0001656283447435069,1.679300273848495e-05,gap,162.89047312431256,166.6176709212951,23.79528955705689,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
983,1998,0.00016504319114118163,0.00042521360164621426,contact,7.93176318568563,76.1482009274873,31.349330644498348,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
945,1300,0.00016494306016816943,0.00013496308609780335,contact,217.94476935351565,277.99196718670123,251.5518547385485,bimodal_5to1,25.0,0,AlN,epoxy,untreated,v4,holm,014d59a0d7b143ba
